,substrate-links-id,substrate-links-sources,substrate-links-target,bandwidth-resource,max-bandwidth-resource,substrate-topology
116,17773,17772,17724,886.329,1000,grid
117,17774,17724,17772,898.04,1000,grid
118,17775,17772,17767,573.89,1000,grid
119,17776,17767,17772,545.035,1000,grid
120,17778,17777,17729,613.656,1000,grid
121,17779,17729,17777,416.786,1000,grid
122,17780,17777,17772,170.47,1000,grid
123,17781,17772,17777,590.638,1000,grid
124,17783,17782,17734,853.944,1000,grid
125,17784,17734,17782,52.674,1000,grid
126,17785,17782,17777,776.657,1000,grid
127,17786,17777,17782,426.697,1000,grid
128,17788,17787,17739,167.756,1000,grid
129,17789,17739,17787,727.427,1000,grid
130,17790,17787,17782,128.536,1000,grid
131,17791,17782,17787,803.835,1000,grid
132,17793,17792,17744,677.606,1000,grid
133,17794,17744,17792,388.699,1000,grid
134,17796,17795,17747,981.412,1000,grid
135,17797,17747,17795,469.556,1000,grid
136,17798,17795,17792,203.646,1000,grid
137,17799,17792,17795,810.798,1000,grid
138,17801,17800,17752,727.565,1000,grid
139,17802,17752,17800,668.918,1000,grid
140,17803,17800,17795,242.401,1000,grid
141,17804,17795,17800,100.798,1000,grid
142,17806,17805,17757,863.042,1000,grid
143,17807,17757,17805,331.806,1000,grid
144,17808,17805,17800,736.325,1000,grid
145,17809,17800,17805,755.52,1000,grid
146,17811,17810,17762,533.008,1000,grid
147,17812,17762,17810,624.817,1000,grid
148,17813,17810,17805,528.255,1000,grid
149,17814,17805,17810,975.226,1000,grid
150,17816,17815,17767,222.099,1000,grid
151,17817,17767,17815,921.735,1000,grid
152,17818,17815,17810,372.384,1000,grid
153,17819,17810,17815,81.478,1000,grid
154,17821,17820,17772,24.368,1000,grid
155,17822,17772,17820,403.815,1000,grid
156,17823,17820,17815,382.138,1000,grid
157,17824,17815,17820,309.444,1000,grid
158,17826,17825,17777,826.849,1000,grid
159,17827,17777,17825,439.57,1000,grid
160,17828,17825,17820,835.413,1000,grid
161,17829,17820,17825,949.047,1000,grid
162,17831,17830,17782,171.407,1000,grid
163,17832,17782,17830,613.459,1000,grid
164,17833,17830,17825,328.897,1000,grid
165,17834,17825,17830,794.719,1000,grid
166,17836,17835,17787,521.483,1000,grid
167,17837,17787,17835,773.884,1000,grid
168,17838,17835,17830,375.741,1000,grid
169,17839,17830,17835,130.088,1000,grid
170,17841,17840,17792,153.472,1000,grid
171,17842,17792,17840,753.11,1000,grid
172,17844,17843,17795,674.641,1000,grid
173,17845,17795,17843,21.817,1000,grid
174,17846,17843,17840,916.917,1000,grid
175,17847,17840,17843,475.199,1000,grid
176,17849,17848,17800,443.43,1000,grid
177,17850,17800,17848,525.887,1000,grid
178,17851,17848,17843,663.358,1000,grid
179,17852,17843,17848,12.783,1000,grid
180,17854,17853,17805,406.562,1000,grid
181,17855,17805,17853,519.973,1000,grid
182,17856,17853,17848,230.571,1000,grid
183,17857,17848,17853,779.472,1000,grid
184,17859,17858,17810,253.414,1000,grid
185,17860,17810,17858,267.187,1000,grid
186,17861,17858,17853,487.121,1000,grid
187,17862,17853,17858,451.925,1000,grid
188,17864,17863,17815,643.122,1000,grid
189,17865,17815,17863,489.27,1000,grid
190,17866,17863,17858,91.553,1000,grid
191,17867,17858,17863,404.085,1000,grid
192,17869,17868,17820,121.7,1000,grid
193,17870,17820,17868,681.464,1000,grid
194,17871,17868,17863,301.218,1000,grid
195,17872,17863,17868,405.796,1000,grid
196,17874,17873,17825,638.491,1000,grid
197,17875,17825,17873,636.606,1000,grid
198,17876,17873,17868,377.628,1000,grid
199,17877,17868,17873,89.026,1000,grid
200,17879,17878,17830,701.524,1000,grid
201,17880,17830,17878,662.614,1000,grid
202,17881,17878,17873,878.418,1000,grid
203,17882,17873,17878,217.106,1000,grid
204,17884,17883,17835,595.154,1000,grid
205,17885,17835,17883,775.383,1000,grid
206,17886,17883,17878,400.403,1000,grid
207,17887,17878,17883,105.902,1000,grid
208,17889,17888,17840,498.386,1000,grid
209,17890,17840,17888,228.192,1000,grid
210,17892,17891,17843,143.861,1000,grid
211,17893,17843,17891,640.564,1000,grid
212,17894,17891,17888,788.594,1000,grid
213,17895,17888,17891,99.097,1000,grid
214,17897,17896,17848,5.122,1000,grid
215,17898,17848,17896,207.436,1000,grid
216,17899,17896,17891,292.855,1000,grid
217,17900,17891,17896,299.378,1000,grid
218,17902,17901,17853,772.682,1000,grid
219,17903,17853,17901,517.998,1000,grid
220,17904,17901,17896,757.949,1000,grid
221,17905,17896,17901,288.958,1000,grid
222,17907,17906,17858,401.473,1000,grid
223,17908,17858,17906,740.12,1000,grid
224,17909,17906,17901,350.059,1000,grid
225,17910,17901,17906,988.809,1000,grid
226,17912,17911,17863,270.613,1000,grid
227,17913,17863,17911,571.698,1000,grid
228,17914,17911,17906,566.559,1000,grid
229,17915,17906,17911,865.728,1000,grid
230,17917,17916,17868,791.828,1000,grid
231,17918,17868,17916,892.666,1000,grid
232,17919,17916,17911,544.759,1000,grid
233,17920,17911,17916,931.447,1000,grid
234,17922,17921,17873,728.957,1000,grid
235,17923,17873,17921,413.64,1000,grid
236,17924,17921,17916,386.302,1000,grid
237,17925,17916,17921,445.908,1000,grid
238,17927,17926,17878,113.308,1000,grid
239,17928,17878,17926,302.916,1000,grid
240,17929,17926,17921,780.927,1000,grid
241,17930,17921,17926,443.628,1000,grid
242,17932,17931,17883,695.347,1000,grid
243,17933,17883,17931,118.25,1000,grid
244,17934,17931,17926,909.625,1000,grid
245,17935,17926,17931,812.436,1000,grid
246,17937,17936,17888,460.083,1000,grid
247,17938,17888,17936,495.872,1000,grid
248,17940,17939,17891,334.713,1000,grid
249,17941,17891,17939,545.454,1000,grid
250,17942,17939,17936,851.693,1000,grid
251,17943,17936,17939,956.357,1000,grid
252,17945,17944,17896,343.187,1000,grid
253,17946,17896,17944,960.065,1000,grid
254,17947,17944,17939,2.326,1000,grid
255,17948,17939,17944,875.495,1000,grid
256,17950,17949,17901,999.726,1000,grid
257,17951,17901,17949,131.689,1000,grid
258,17952,17949,17944,440.73,1000,grid
259,17953,17944,17949,138.005,1000,grid
260,17955,17954,17906,987.004,1000,grid
261,17956,17906,17954,525.562,1000,grid
262,17957,17954,17949,468.199,1000,grid
263,17958,17949,17954,242.931,1000,grid
264,17960,17959,17911,163.531,1000,grid
265,17961,17911,17959,826.3,1000,grid
266,17962,17959,17954,632.564,1000,grid
267,17963,17954,17959,661.761,1000,grid
268,17965,17964,17916,653.012,1000,grid
269,17966,17916,17964,262.886,1000,grid
270,17967,17964,17959,505.313,1000,grid
271,17968,17959,17964,63.823,1000,grid
272,17970,17969,17921,194.257,1000,grid
273,17971,17921,17969,305.819,1000,grid
274,17972,17969,17964,272.63,1000,grid
275,17973,17964,17969,618.192,1000,grid
276,17975,17974,17926,426.962,1000,grid
277,17976,17926,17974,473.517,1000,grid
278,17977,17974,17969,488.033,1000,grid
279,17978,17969,17974,957.366,1000,grid
280,17980,17979,17931,766.238,1000,grid
281,17981,17931,17979,126.667,1000,grid
282,17982,17979,17974,702.459,1000,grid
283,17983,17974,17979,545.159,1000,grid
284,17985,17984,17936,527.526,1000,grid
285,17986,17936,17984,552.067,1000,grid
286,17988,17987,17939,587.066,1000,grid
287,17989,17939,17987,129.755,1000,grid
288,17990,17987,17984,3.586,1000,grid
289,17991,17984,17987,341.601,1000,grid
290,17993,17992,17944,594.677,1000,grid
291,17994,17944,17992,682.588,1000,grid
292,17995,17992,17987,266.559,1000,grid
293,17996,17987,17992,57.35,1000,grid
294,17998,17997,17949,167.713,1000,grid
295,17999,17949,17997,724.688,1000,grid
296,18000,17997,17992,570.596,1000,grid
297,18001,17992,17997,440.441,1000,grid
298,18003,18002,17954,993.618,1000,grid
299,18004,17954,18002,224.367,1000,grid
300,18005,18002,17997,364.385,1000,grid
301,18006,17997,18002,969.063,1000,grid
302,18008,18007,17959,833.203,1000,grid
303,18009,17959,18007,313.579,1000,grid
304,18010,18007,18002,87.903,1000,grid
305,18011,18002,18007,400.239,1000,grid
306,18013,18012,17964,2.982,1000,grid
307,18014,17964,18012,915.039,1000,grid
308,18015,18012,18007,124.042,1000,grid
309,18016,18007,18012,40.22,1000,grid
310,18018,18017,17969,679.52,1000,grid
311,18019,17969,18017,998.136,1000,grid
312,18020,18017,18012,503.284,1000,grid
313,18021,18012,18017,880.031,1000,grid
314,18023,18022,17974,811.928,1000,grid
315,18024,17974,18022,588.93,1000,grid
316,18025,18022,18017,218.375,1000,grid
317,18026,18017,18022,405.517,1000,grid
318,18028,18027,17979,578.115,1000,grid
319,18029,17979,18027,847.962,1000,grid
320,18030,18027,18022,296.024,1000,grid
321,18031,18022,18027,845.345,1000,grid
322,18033,18032,17984,1.011,1000,grid
323,18034,17984,18032,499.383,1000,grid
324,18036,18035,17987,93.894,1000,grid
325,18037,17987,18035,855.773,1000,grid
326,18038,18035,18032,552.926,1000,grid
327,18039,18032,18035,645.83,1000,grid
328,18041,18040,17992,643.738,1000,grid
329,18042,17992,18040,157.608,1000,grid
330,18043,18040,18035,319.376,1000,grid
331,18044,18035,18040,535.747,1000,grid
332,18046,18045,17997,245.291,1000,grid
333,18047,17997,18045,438.594,1000,grid
334,18048,18045,18040,568.092,1000,grid
335,18049,18040,18045,163.301,1000,grid
336,18051,18050,18002,930.568,1000,grid
337,18052,18002,18050,913.619,1000,grid
338,18053,18050,18045,374.612,1000,grid
339,18054,18045,18050,675.777,1000,grid
340,18056,18055,18007,864.54,1000,grid
341,18057,18007,18055,295.437,1000,grid
342,18058,18055,18050,292.79,1000,grid
343,18059,18050,18055,439.322,1000,grid
344,18061,18060,18012,225.65,1000,grid
345,18062,18012,18060,570.237,1000,grid
346,18063,18060,18055,926.661,1000,grid
347,18064,18055,18060,271.106,1000,grid
348,18066,18065,18017,618.467,1000,grid
349,18067,18017,18065,895.216,1000,grid
350,18068,18065,18060,659.586,1000,grid
351,18069,18060,18065,784.484,1000,grid
352,18071,18070,18022,610.773,1000,grid
353,18072,18022,18070,139.441,1000,grid
354,18073,18070,18065,727.209,1000,grid
355,18074,18065,18070,13.437,1000,grid
356,18076,18075,18027,558.711,1000,grid
357,18077,18027,18075,74.607,1000,grid
358,18078,18075,18070,282.706,1000,grid
359,18079,18070,18075,483.565,1000,grid
