,substrate-links-id,substrate-links-sources,substrate-links-target,bandwidth-resource,max-bandwidth-resource,substrate-topology
55,34873,34864,34869,834.356,1000,grid
56,34875,34874,34826,542.431,1000,grid
57,34876,34826,34874,647.175,1000,grid
58,34878,34877,34829,171.338,1000,grid
59,34879,34829,34877,861.084,1000,grid
60,34880,34877,34874,403.872,1000,grid
61,34881,34874,34877,634.657,1000,grid
62,34883,34882,34834,616.476,1000,grid
63,34884,34834,34882,417.884,1000,grid
64,34885,34882,34877,918.169,1000,grid
65,34886,34877,34882,723.207,1000,grid
66,34888,34887,34839,670.906,1000,grid
67,34889,34839,34887,149.716,1000,grid
68,34890,34887,34882,661.089,1000,grid
69,34891,34882,34887,440.059,1000,grid
70,34893,34892,34844,922.541,1000,grid
71,34894,34844,34892,911.956,1000,grid
72,34895,34892,34887,836.617,1000,grid
73,34896,34887,34892,176.645,1000,grid
74,34898,34897,34849,394.088,1000,grid
75,34899,34849,34897,186.945,1000,grid
76,34900,34897,34892,830.552,1000,grid
77,34901,34892,34897,477.677,1000,grid
78,34903,34902,34854,380.168,1000,grid
79,34904,34854,34902,929.053,1000,grid
80,34905,34902,34897,722.169,1000,grid
81,34906,34897,34902,535.418,1000,grid
82,34908,34907,34859,114.992,1000,grid
83,34909,34859,34907,861.576,1000,grid
84,34910,34907,34902,970.867,1000,grid
85,34911,34902,34907,59.462,1000,grid
86,34913,34912,34864,169.679,1000,grid
87,34914,34864,34912,269.344,1000,grid
88,34915,34912,34907,148.094,1000,grid
89,34916,34907,34912,790.969,1000,grid
90,34918,34917,34869,334.741,1000,grid
91,34919,34869,34917,757.642,1000,grid
92,34920,34917,34912,894.381,1000,grid
93,34921,34912,34917,935.199,1000,grid
94,34923,34922,34874,755.949,1000,grid
95,34924,34874,34922,281.059,1000,grid
96,34926,34925,34877,247.149,1000,grid
97,34927,34877,34925,697.305,1000,grid
98,34928,34925,34922,260.758,1000,grid
99,34929,34922,34925,985.152,1000,grid
100,34931,34930,34882,107.008,1000,grid
101,34932,34882,34930,923.737,1000,grid
102,34933,34930,34925,137.627,1000,grid
103,34934,34925,34930,49.302,1000,grid
104,34936,34935,34887,888.621,1000,grid
105,34937,34887,34935,575.242,1000,grid
106,34938,34935,34930,112.064,1000,grid
107,34939,34930,34935,770.908,1000,grid
108,34941,34940,34892,336.732,1000,grid
109,34942,34892,34940,387.314,1000,grid
110,34943,34940,34935,900.875,1000,grid
111,34944,34935,34940,589.072,1000,grid
112,34946,34945,34897,78.812,1000,grid
113,34947,34897,34945,610.114,1000,grid
114,34948,34945,34940,520.081,1000,grid
115,34949,34940,34945,610.176,1000,grid
116,34951,34950,34902,732.836,1000,grid
117,34952,34902,34950,162.222,1000,grid
118,34953,34950,34945,472.128,1000,grid
119,34954,34945,34950,468.276,1000,grid
120,34956,34955,34907,292.009,1000,grid
121,34957,34907,34955,881.238,1000,grid
122,34958,34955,34950,44.49,1000,grid
123,34959,34950,34955,29.984,1000,grid
124,34961,34960,34912,67.868,1000,grid
125,34962,34912,34960,809.138,1000,grid
126,34963,34960,34955,214.431,1000,grid
127,34964,34955,34960,536.516,1000,grid
128,34966,34965,34917,688.959,1000,grid
129,34967,34917,34965,611.404,1000,grid
130,34968,34965,34960,73.673,1000,grid
131,34969,34960,34965,264.846,1000,grid
132,34971,34970,34922,524.392,1000,grid
133,34972,34922,34970,296.352,1000,grid
134,34974,34973,34925,261.869,1000,grid
135,34975,34925,34973,685.43,1000,grid
136,34976,34973,34970,429.897,1000,grid
137,34977,34970,34973,374.684,1000,grid
138,34979,34978,34930,629.269,1000,grid
139,34980,34930,34978,395.67,1000,grid
140,34981,34978,34973,898.543,1000,grid
141,34982,34973,34978,479.217,1000,grid
142,34984,34983,34935,236.629,1000,grid
143,34985,34935,34983,816.375,1000,grid
144,34986,34983,34978,539.146,1000,grid
145,34987,34978,34983,250.83,1000,grid
146,34989,34988,34940,844.374,1000,grid
147,34990,34940,34988,752.651,1000,grid
148,34991,34988,34983,302.425,1000,grid
149,34992,34983,34988,989.079,1000,grid
150,34994,34993,34945,243.222,1000,grid
151,34995,34945,34993,441.222,1000,grid
152,34996,34993,34988,28.314,1000,grid
153,34997,34988,34993,164.557,1000,grid
154,34999,34998,34950,134.914,1000,grid
155,35000,34950,34998,632.916,1000,grid
156,35001,34998,34993,697.379,1000,grid
157,35002,34993,34998,394.964,1000,grid
158,35004,35003,34955,784.394,1000,grid
159,35005,34955,35003,592.049,1000,grid
160,35006,35003,34998,235.143,1000,grid
161,35007,34998,35003,897.966,1000,grid
162,35009,35008,34960,333.733,1000,grid
163,35010,34960,35008,633.718,1000,grid
164,35011,35008,35003,840.157,1000,grid
165,35012,35003,35008,751.327,1000,grid
166,35014,35013,34965,493.268,1000,grid
167,35015,34965,35013,965.52,1000,grid
168,35016,35013,35008,585.014,1000,grid
169,35017,35008,35013,514.424,1000,grid
170,35019,35018,34970,306.912,1000,grid
171,35020,34970,35018,151.94,1000,grid
172,35022,35021,34973,474.026,1000,grid
173,35023,34973,35021,895.122,1000,grid
174,35024,35021,35018,826.228,1000,grid
175,35025,35018,35021,477.721,1000,grid
176,35027,35026,34978,232.159,1000,grid
177,35028,34978,35026,182.15,1000,grid
178,35029,35026,35021,821.865,1000,grid
179,35030,35021,35026,850.707,1000,grid
180,35032,35031,34983,846.838,1000,grid
181,35033,34983,35031,105.475,1000,grid
182,35034,35031,35026,111.103,1000,grid
183,35035,35026,35031,655.24,1000,grid
184,35037,35036,34988,287.601,1000,grid
185,35038,34988,35036,635.806,1000,grid
186,35039,35036,35031,686.73,1000,grid
187,35040,35031,35036,143.881,1000,grid
188,35042,35041,34993,888.103,1000,grid
189,35043,34993,35041,989.266,1000,grid
190,35044,35041,35036,595.154,1000,grid
191,35045,35036,35041,538.273,1000,grid
192,35047,35046,34998,590.856,1000,grid
193,35048,34998,35046,764.371,1000,grid
194,35049,35046,35041,430.595,1000,grid
195,35050,35041,35046,999.218,1000,grid
196,35052,35051,35003,627.078,1000,grid
197,35053,35003,35051,705.865,1000,grid
198,35054,35051,35046,387.421,1000,grid
199,35055,35046,35051,21.527,1000,grid
200,35057,35056,35008,232.431,1000,grid
201,35058,35008,35056,63.573,1000,grid
202,35059,35056,35051,44.093,1000,grid
203,35060,35051,35056,610.976,1000,grid
204,35062,35061,35013,683.926,1000,grid
205,35063,35013,35061,894.332,1000,grid
206,35064,35061,35056,439.942,1000,grid
207,35065,35056,35061,808.721,1000,grid
208,35067,35066,35018,284.143,1000,grid
209,35068,35018,35066,941.176,1000,grid
210,35070,35069,35021,549.879,1000,grid
211,35071,35021,35069,742.744,1000,grid
212,35072,35069,35066,915.958,1000,grid
213,35073,35066,35069,916.352,1000,grid
214,35075,35074,35026,962.385,1000,grid
215,35076,35026,35074,406.45,1000,grid
216,35077,35074,35069,444.296,1000,grid
217,35078,35069,35074,113.375,1000,grid
218,35080,35079,35031,422.549,1000,grid
219,35081,35031,35079,791.28,1000,grid
220,35082,35079,35074,551.004,1000,grid
221,35083,35074,35079,278.179,1000,grid
222,35085,35084,35036,914.621,1000,grid
223,35086,35036,35084,833.191,1000,grid
224,35087,35084,35079,554.748,1000,grid
225,35088,35079,35084,580.617,1000,grid
226,35090,35089,35041,127.504,1000,grid
227,35091,35041,35089,872.147,1000,grid
228,35092,35089,35084,389.927,1000,grid
229,35093,35084,35089,344.882,1000,grid
230,35095,35094,35046,471.774,1000,grid
231,35096,35046,35094,969.25,1000,grid
232,35097,35094,35089,196.889,1000,grid
233,35098,35089,35094,921.096,1000,grid
234,35100,35099,35051,298.311,1000,grid
235,35101,35051,35099,477.905,1000,grid
236,35102,35099,35094,910.331,1000,grid
237,35103,35094,35099,710.175,1000,grid
238,35105,35104,35056,606.267,1000,grid
239,35106,35056,35104,723.414,1000,grid
240,35107,35104,35099,823.576,1000,grid
241,35108,35099,35104,890.224,1000,grid
242,35110,35109,35061,322.078,1000,grid
243,35111,35061,35109,509.67,1000,grid
244,35112,35109,35104,353.478,1000,grid
245,35113,35104,35109,835.094,1000,grid
246,35115,35114,35066,181.413,1000,grid
247,35116,35066,35114,442.099,1000,grid
248,35118,35117,35069,134.048,1000,grid
249,35119,35069,35117,564.351,1000,grid
250,35120,35117,35114,352.385,1000,grid
251,35121,35114,35117,732.796,1000,grid
252,35123,35122,35074,126.452,1000,grid
253,35124,35074,35122,818.828,1000,grid
254,35125,35122,35117,201.069,1000,grid
255,35126,35117,35122,236.767,1000,grid
256,35128,35127,35079,648.846,1000,grid
257,35129,35079,35127,517.014,1000,grid
258,35130,35127,35122,19.293,1000,grid
259,35131,35122,35127,957.478,1000,grid
260,35133,35132,35084,101.604,1000,grid
261,35134,35084,35132,414.963,1000,grid
262,35135,35132,35127,109.885,1000,grid
263,35136,35127,35132,155.405,1000,grid
264,35138,35137,35089,691.787,1000,grid
265,35139,35089,35137,766.004,1000,grid
266,35140,35137,35132,355.973,1000,grid
267,35141,35132,35137,495.043,1000,grid
268,35143,35142,35094,645.305,1000,grid
269,35144,35094,35142,656.436,1000,grid
270,35145,35142,35137,288.687,1000,grid
271,35146,35137,35142,373.832,1000,grid
272,35148,35147,35099,236.006,1000,grid
273,35149,35099,35147,479.523,1000,grid
274,35150,35147,35142,711.473,1000,grid
275,35151,35142,35147,690.728,1000,grid
276,35153,35152,35104,458.037,1000,grid
277,35154,35104,35152,702.469,1000,grid
278,35155,35152,35147,139.52,1000,grid
279,35156,35147,35152,832.636,1000,grid
280,35158,35157,35109,321.104,1000,grid
281,35159,35109,35157,679.72,1000,grid
282,35160,35157,35152,669.165,1000,grid
283,35161,35152,35157,583.71,1000,grid
284,35163,35162,35114,557.858,1000,grid
285,35164,35114,35162,770.775,1000,grid
286,35166,35165,35117,404.881,1000,grid
287,35167,35117,35165,995.496,1000,grid
288,35168,35165,35162,998.436,1000,grid
289,35169,35162,35165,431.879,1000,grid
290,35171,35170,35122,240.4,1000,grid
291,35172,35122,35170,995.177,1000,grid
292,35173,35170,35165,989.269,1000,grid
293,35174,35165,35170,268.301,1000,grid
294,35176,35175,35127,615.676,1000,grid
295,35177,35127,35175,654.69,1000,grid
296,35178,35175,35170,11.569,1000,grid
297,35179,35170,35175,257.552,1000,grid
298,35181,35180,35132,852.901,1000,grid
299,35182,35132,35180,595.216,1000,grid
300,35183,35180,35175,89.514,1000,grid
301,35184,35175,35180,483.813,1000,grid
302,35186,35185,35137,812.429,1000,grid
303,35187,35137,35185,959.573,1000,grid
304,35188,35185,35180,668.929,1000,grid
305,35189,35180,35185,759.903,1000,grid
306,35191,35190,35142,903.427,1000,grid
307,35192,35142,35190,749.312,1000,grid
308,35193,35190,35185,394.351,1000,grid
309,35194,35185,35190,455.582,1000,grid
310,35196,35195,35147,934.285,1000,grid
311,35197,35147,35195,93.781,1000,grid
312,35198,35195,35190,615.697,1000,grid
313,35199,35190,35195,699.557,1000,grid
314,35201,35200,35152,894.232,1000,grid
315,35202,35152,35200,195.224,1000,grid
316,35203,35200,35195,515.307,1000,grid
317,35204,35195,35200,877.462,1000,grid
318,35206,35205,35157,520.318,1000,grid
319,35207,35157,35205,276.971,1000,grid
320,35208,35205,35200,461.949,1000,grid
321,35209,35200,35205,9.233,1000,grid
322,35211,35210,35162,422.867,1000,grid
323,35212,35162,35210,851.022,1000,grid
324,35214,35213,35165,570.476,1000,grid
325,35215,35165,35213,156.644,1000,grid
326,35216,35213,35210,617.696,1000,grid
327,35217,35210,35213,16.863,1000,grid
328,35219,35218,35170,474.102,1000,grid
329,35220,35170,35218,485.437,1000,grid
330,35221,35218,35213,544.839,1000,grid
331,35222,35213,35218,305.081,1000,grid
332,35224,35223,35175,0.868,1000,grid
333,35225,35175,35223,986.356,1000,grid
334,35226,35223,35218,41.223,1000,grid
335,35227,35218,35223,787.371,1000,grid
336,35229,35228,35180,786.678,1000,grid
337,35230,35180,35228,145.496,1000,grid
338,35231,35228,35223,278.666,1000,grid
339,35232,35223,35228,788.79,1000,grid
340,35234,35233,35185,854.346,1000,grid
341,35235,35185,35233,46.812,1000,grid
342,35236,35233,35228,378.789,1000,grid
343,35237,35228,35233,558.592,1000,grid
344,35239,35238,35190,841.428,1000,grid
345,35240,35190,35238,488.225,1000,grid
346,35241,35238,35233,272.857,1000,grid
347,35242,35233,35238,682.778,1000,grid
348,35244,35243,35195,869.189,1000,grid
349,35245,35195,35243,697.661,1000,grid
350,35246,35243,35238,387.267,1000,grid
351,35247,35238,35243,854.458,1000,grid
352,35249,35248,35200,10.84,1000,grid
353,35250,35200,35248,146.494,1000,grid
354,35251,35248,35243,904.355,1000,grid
355,35252,35243,35248,857.425,1000,grid
356,35254,35253,35205,939.308,1000,grid
357,35255,35205,35253,775.241,1000,grid
358,35256,35253,35248,673.376,1000,grid
359,35257,35248,35253,263.805,1000,grid
